product_name,product_type,sales_volume,price,sale_time,date,platform,brand,reviews,rating
Networked bandwidth-monitored neural-net,Mì ăn liền,4484,325.23,Tháng 7,2023-02-20,Shopee,Dove Men+Care,445,5.0
Distributed modular product,Bánh ngọt,3564,266.93,Tháng 11,2022-03-04,Lazada,SkinCeuticals,352,1.1
Automated homogeneous structure,Sản phẩm công nghệ,2381,474.2,Tháng 3,2021-11-14,Shopee,The Body Shop Tea Tree,322,2.5
Re-contextualized global portal,Bánh kẹo,2285,48.63,Tháng 3,2022-04-28,Lazada,Lancôme,148,1.7
Down-sized methodical initiative,Sản phẩm chống nắng,2904,218.38,Tháng 5,2021-11-08,Shopee,The Ordinary,766,1.3
Configurable scalable Graphic Interface,Máy làm đẹp,48,211.17,Tháng 11,2024-08-17,Shopee,Colgate,263,1.1
Operative needs-based methodology,Máy tính xách tay,2095,455.73,Tháng 4,2024-03-25,Lazada,Olay,697,2.5
Inverse empowering website,Thiết bị văn phòng,1501,108.37,Tháng 4,2023-09-04,Shopee,SK-II,718,2.9
Robust human-resource capacity,Điện tử,2206,277.61,Tháng 5,2023-04-24,Shopee,Farsali,307,2.7
Profound uniform ability,Bột ăn dặm,3719,138.54,Tháng 6,2022-04-18,Lazada,Wella,797,3.5
Self-enabling cohesive emulation,Bút kẻ mày,3075,289.91,Tháng 7,2022-03-05,Shopee,Aveda,419,1.6
De-engineered modular firmware,Máy tính xách tay,4067,443.65,Tháng 7,2023-09-18,Shopee,L'Oreal Elvive,618,1.6
Versatile asynchronous Graphical User Interface,Kem chống nắng vật lý,1945,57.25,Tháng 11,2022-04-30,Lazada,LG,638,4.9
Cloned asymmetric throughput,Mặt nạ thiên nhiên,1771,266.21,Tháng 2,2022-01-21,Shopee,Pampers,979,4.2
De-engineered optimal middleware,Mặt nạ dưỡng da,3952,459.7,Tháng 5,2022-04-24,Shopee,Pampers,489,3.0
Horizontal multimedia productivity,Túi xách,888,134.23,Tháng 2,2022-04-14,Lazada,Dove,457,1.6
Programmable foreground leverage,Dầu tẩy trang,3967,453.04,Tháng 5,2024-10-29,Shopee,Fanta,812,2.6
Enhanced contextually-based parallelism,Máy ảnh,3468,369.87,Tháng 3,2024-05-24,Shopee,Fenty Beauty,44,1.5
Phased upward-trending hardware,Sản phẩm trị mụn,4889,177.49,Tháng 10,2023-03-29,Shopee,Dove,81,2.9
Multi-channeled eco-centric middleware,Đồ uống,2941,405.99,Tháng 6,2022-02-07,Lazada,Benton,335,4.5
Assimilated interactive architecture,Mì ăn liền,2326,385.67,Tháng 7,2024-01-01,Lazada,Avène,332,4.8
Face-to-face real-time open architecture,Mặt nạ dưỡng da,2360,198.46,Tháng 3,2024-10-11,Shopee,Innisfree,647,2.6
Function-based user-facing standardization,Phụ kiện thời trang,4553,274.06,Tháng 9,2022-05-03,Lazada,Muji,256,2.9
Advanced zero-defect implementation,Thiết bị thể thao,3282,397.96,Tháng 4,2022-01-18,Lazada,Shiseido,237,3.2
Pre-emptive transitional application,Mỹ phẩm tự nhiên,3819,110.03,Tháng 11,2022-03-06,Lazada,Clarins,804,3.7
De-engineered heuristic alliance,Thiết bị gia đình,80,434.28,Tháng 4,2023-09-26,Shopee,Etude House,26,2.0
Fully-configurable upward-trending monitoring,Sản phẩm tập thể dục,712,373.91,Tháng 4,2023-04-10,Shopee,Fa,904,2.5
Decentralized multi-tasking moderator,Nước hoa hồng,763,363.74,Tháng 1,2024-07-29,Shopee,Colgate,248,4.5
Synergized system-worthy parallelism,Sản phẩm làm săn chắc,4187,229.41,Tháng 8,2024-07-25,Lazada,Yves Rocher,23,4.3
Enterprise-wide object-oriented intranet,Sản phẩm làm săn chắc,2786,266.53,Tháng 11,2023-08-01,Lazada,Glade,642,3.3
Fully-configurable mobile secured line,Sản phẩm hỗ trợ sinh lý,3337,342.55,Tháng 4,2023-09-15,Shopee,Head & Shoulders,535,3.6
Function-based executive alliance,Sản phẩm làm săn chắc,4306,137.13,Tháng 6,2023-11-28,Lazada,Kose,601,3.7
Team-oriented 4thgeneration customer loyalty,Máy tính xách tay,366,300.54,Tháng 8,2023-08-16,Shopee,Essie,377,3.4
Persevering methodical data-warehouse,Kem dưỡng,3550,308.12,Tháng 8,2023-05-04,Shopee,Fenty Beauty,431,3.3
Distributed value-added synergy,Thời trang,457,449.71,Tháng 3,2024-01-26,Shopee,Mason Jar,381,3.6
Organized bandwidth-monitored throughput,Đồ dùng học tập,1982,206.14,Tháng 3,2024-08-07,Lazada,L'Oreal Elvive,245,3.5
Customer-focused clear-thinking customer loyalty,Sản phẩm xịt khoáng,68,230.64,Tháng 11,2022-09-11,Shopee,LG,931,3.8
Versatile coherent system engine,Đồ dùng trẻ em,3275,412.31,Tháng 5,2022-06-15,Lazada,Hada Labo,21,2.5
Implemented tertiary open architecture,Điện tử,3987,482.91,Tháng 11,2024-09-05,Lazada,Bioré,12,1.5
Seamless global monitoring,Máy làm đẹp,4323,482.63,Tháng 10,2022-01-10,Shopee,Muji,303,1.1
Proactive homogeneous infrastructure,Mặt nạ ngủ,2430,441.4,Tháng 3,2024-02-11,Shopee,The Body Shop,294,4.2
Face-to-face scalable structure,Mỹ phẩm trang điểm,3137,112.59,Tháng 1,2023-08-21,Lazada,Neutrogena,265,3.8
Networked optimal secured line,Sản phẩm làm sạch,1872,363.38,Tháng 5,2023-10-30,Shopee,Glade,482,3.7
Face-to-face upward-trending open system,Nước tẩy trang,3489,273.64,Tháng 12,2024-09-04,Lazada,Smashbox,752,3.0
Right-sized maximized projection,Sản phẩm chăm sóc da mặt,3580,20.62,Tháng 12,2022-05-31,Shopee,Farsali,563,3.5
Proactive next generation projection,Đồ gỗ,1104,440.1,Tháng 1,2024-02-14,Shopee,Kraft,367,1.2
Compatible system-worthy middleware,Dầu tẩy trang,4635,483.03,Tháng 6,2023-09-30,Shopee,Jojoba Oil,708,3.3
Universal exuding forecast,Máy sấy tóc,4467,69.57,Tháng 4,2022-12-06,Lazada,Dove,13,4.7
Team-oriented hybrid migration,Sản phẩm giảm thâm,2835,161.19,Tháng 6,2022-10-27,Lazada,Vichy,863,2.7
Operative real-time time-frame,Thực phẩm sạch,3381,150.02,Tháng 8,2023-03-14,Lazada,The Inkey List,474,2.9
Fundamental fresh-thinking moderator,Thời trang,2038,409.22,Tháng 10,2022-06-07,Shopee,Clinique for Men,748,1.1
Multi-layered 3rdgeneration intranet,Bột ăn dặm,2634,429.73,Tháng 10,2023-09-26,Shopee,Fenty Beauty,534,4.1
Reduced uniform emulation,Đồ gia dụng,637,213.71,Tháng 5,2021-12-13,Shopee,Revlon Colorstay,457,2.2
Progressive radical implementation,Sữa tắm,4846,461.52,Tháng 8,2024-03-29,Shopee,Nivea,570,1.0
Team-oriented methodical budgetary management,Son bóng,1047,409.31,Tháng 11,2022-07-14,Lazada,Burt's Bees,225,3.9
Secured background adapter,Serum retinol,2721,292.29,Tháng 11,2022-02-27,Shopee,TRESemmé,907,1.3
Organic tangible time-frame,Mỹ phẩm tự nhiên,4363,178.4,Tháng 10,2022-02-07,Shopee,SNAILWHITE,863,1.5
Polarized hybrid methodology,Kem chống nắng vật lý,4881,497.43,Tháng 4,2023-08-19,Shopee,Tony Moly,776,4.0
Digitized radical synergy,Son bóng,1262,355.89,Tháng 8,2023-07-31,Lazada,Dove Purely Pampering,955,2.8
Cloned demand-driven customer loyalty,Sữa tắm,4058,457.79,Tháng 7,2021-11-13,Lazada,Revlon Colorstay,685,3.5
User-centric directional customer loyalty,Mỹ phẩm,1817,192.99,Tháng 5,2024-03-13,Shopee,Garnier Fructis,509,3.3
Horizontal radical open system,Mì ăn liền,1713,449.65,Tháng 9,2021-11-06,Lazada,Sony,769,1.2
Compatible asymmetric leverage,Kem mắt,243,139.69,Tháng 6,2022-08-20,Lazada,Fenty Beauty,844,3.7
Mandatory actuating project,Sản phẩm bảo vệ môi trường,4783,277.44,Tháng 10,2023-02-16,Shopee,L'Oréal,913,1.1
De-engineered optimal productivity,Nội thất,1193,208.68,Tháng 7,2023-05-29,Shopee,Dove Purely Pampering,773,2.3
Enhanced multimedia process improvement,Sản phẩm chăm sóc da mặt,1969,347.52,Tháng 11,2022-02-22,Lazada,Tony Moly,264,4.8
Quality-focused discrete challenge,Thiết bị gia đình,2763,334.27,Tháng 11,2023-02-04,Lazada,Lancôme,600,4.3
Balanced user-facing software,Điện tử,4090,440.57,Tháng 2,2023-08-25,Shopee,Burt's Bees,714,3.4
Secured national artificial intelligence,Bánh ngọt,3816,314.03,Tháng 10,2022-10-20,Lazada,NARS,793,5.0
Open-architected local intranet,Nước hoa hồng,1176,305.11,Tháng 2,2021-11-01,Shopee,Maybelline,305,2.3
Balanced tangible service-desk,Phấn phủ,1085,136.58,Tháng 6,2024-03-12,Lazada,Clarins,472,2.6
Right-sized next generation orchestration,Phụ kiện thời trang,2975,393.57,Tháng 6,2024-03-06,Lazada,Anastasia Beverly Hills,864,5.0
Adaptive bandwidth-monitored matrix,Đồ gỗ,1287,324.8,Tháng 6,2022-05-04,Shopee,Nivea Men,153,4.3
Multi-channeled full-range solution,Thiết bị thể thao,1396,485.48,Tháng 5,2022-03-31,Shopee,L'Oréal Professionnel,483,4.5
Digitized well-modulated hierarchy,Đồ dùng nhà bếp,2051,70.08,Tháng 4,2023-06-20,Shopee,Nivea Men,772,2.5
Innovative zero tolerance forecast,Máy lọc không khí,4718,452.42,Tháng 1,2022-06-27,Lazada,Coty,349,2.8
Programmable asynchronous hardware,Sản phẩm công nghệ,1701,25.52,Tháng 10,2024-03-15,Lazada,Yves Rocher,998,4.0
Total incremental infrastructure,Nội thất,4739,155.59,Tháng 12,2024-09-26,Lazada,Revlon,467,3.1
Visionary motivating Graphic Interface,Tinh chất dưỡng da,1172,476.55,Tháng 10,2024-05-06,Shopee,Yves Saint Laurent,830,1.6
Upgradable modular infrastructure,Phụ kiện điện thoại,862,45.7,Tháng 6,2022-10-07,Lazada,Fanta,705,1.8
Proactive background adapter,Đồ dùng nhà bếp,1921,60.63,Tháng 3,2021-12-04,Shopee,Make Up For Ever,220,3.2
Distributed 24hour open architecture,Đồ gỗ,4672,35.34,Tháng 4,2023-01-31,Lazada,Almay,889,2.0
Implemented multi-state system engine,Sản phẩm làm mềm da,1858,361.9,Tháng 6,2023-08-25,Lazada,Revlon Colorstay,706,4.5
Exclusive multi-tasking Local Area Network,Sản phẩm giảm cân,2907,455.7,Tháng 9,2023-09-08,Lazada,Shu Uemura,597,3.3
Mandatory eco-centric product,Thực phẩm,1360,162.45,Tháng 6,2023-01-09,Lazada,Shu Uemura,178,1.2
Seamless executive application,Thực phẩm chức năng,1677,75.88,Tháng 1,2023-11-27,Shopee,Biore,550,4.0
Face-to-face clear-thinking superstructure,Sản phẩm giảm cân,370,361.65,Tháng 1,2024-10-03,Shopee,Clarins,127,2.8
Function-based executive architecture,Sản phẩm dưỡng móng,3945,320.61,Tháng 11,2023-05-06,Lazada,Clinique,720,1.4
Public-key secondary hub,Kem chống nắng vật lý,4309,488.69,Tháng 6,2024-03-18,Lazada,Drunk Elephant,353,4.1
Quality-focused zero tolerance parallelism,Đồ gỗ,2241,125.69,Tháng 8,2023-10-20,Shopee,Freeman,281,2.0
Right-sized scalable access,Sản phẩm xịt khoáng,1868,115.65,Tháng 3,2024-02-26,Shopee,The Body Shop,7,4.8
Synergistic transitional help-desk,Điện tử,2479,285.77,Tháng 8,2024-10-23,Lazada,Benton,399,2.1
Progressive directional conglomeration,Serum vitamin C,4557,32.27,Tháng 7,2022-07-13,Shopee,Clarins,132,4.9
Centralized radical Graphical User Interface,Điện tử,4601,420.26,Tháng 4,2022-07-04,Lazada,L'Oréal Professionnel,673,3.2
Multi-tiered client-driven ability,Điện tử,1691,157.03,Tháng 8,2023-12-12,Lazada,LG,143,2.2
Self-enabling mission-critical capacity,Mỹ phẩm châu Âu,1515,217.35,Tháng 8,2023-06-20,Shopee,The Body Shop Tea Tree,819,2.2
Multi-tiered disintermediate policy,Mỹ phẩm châu Âu,1680,489.24,Tháng 11,2023-10-07,Shopee,The Body Shop Tea Tree,41,4.7
Adaptive disintermediate function,Nội thất,2368,339.86,Tháng 4,2021-12-13,Shopee,Garnier SkinActive,274,1.1
Organic regional pricing structure,Sản phẩm chống lão hóa,3419,269.05,Tháng 7,2024-04-09,Lazada,O.P.I.,68,1.3
Universal directional collaboration,Thiết bị văn phòng,4310,177.73,Tháng 10,2024-05-04,Shopee,Kraft,18,4.3
Multi-channeled secondary benchmark,Bánh ngọt,1038,349.36,Tháng 1,2021-11-14,Shopee,Colgate,472,3.8
Organized empowering moderator,Nước tẩy trang,789,409.86,Tháng 9,2023-07-21,Shopee,Avène,881,2.0
Centralized exuding circuit,Kem chống nắng vật lý,3886,142.36,Tháng 1,2023-06-09,Shopee,Aveda,815,2.8
Optimized 3rdgeneration algorithm,Kem chống nắng hóa học,832,361.44,Tháng 9,2022-10-07,Shopee,Benton,141,2.7
Profit-focused cohesive flexibility,Nước cân bằng,2663,108.96,Tháng 6,2024-05-24,Shopee,Pond's,42,1.1
Versatile asynchronous model,Mỹ phẩm tự nhiên,2261,329.34,Tháng 10,2022-08-31,Shopee,Smashbox,502,1.4
Extended holistic success,Kem dưỡng,3016,30.88,Tháng 2,2022-06-28,Lazada,Zalora,84,3.7
Stand-alone bandwidth-monitored projection,Nước hoa,3410,209.09,Tháng 8,2022-05-22,Shopee,Physiogel,249,3.3
Cross-group uniform protocol,Serum retinol,1015,452.15,Tháng 5,2022-12-22,Shopee,Dr. Jart+,253,4.8
Managed asynchronous solution,Nước cân bằng,3081,489.23,Tháng 10,2023-03-20,Lazada,Eucerin,604,2.7
Multi-channeled holistic capability,Túi xách,2636,57.35,Tháng 10,2022-12-31,Shopee,MAC Cosmetics,726,5.0
Exclusive even-keeled productivity,Thực phẩm sạch,3022,390.19,Tháng 4,2024-03-09,Shopee,Clinique for Men,542,3.1
Total executive task-force,Mỹ phẩm hữu cơ,4793,55.9,Tháng 12,2024-02-07,Shopee,Make Up For Ever,548,3.3
Intuitive uniform paradigm,Thiết bị văn phòng,3655,438.46,Tháng 1,2023-07-22,Lazada,Zara,484,2.8
Enhanced bi-directional software,Nội thất,3891,276.84,Tháng 1,2024-10-20,Lazada,Cosrx,475,2.5
Diverse encompassing projection,Thực phẩm,3631,103.59,Tháng 2,2022-04-21,Lazada,TIGI,619,4.2
Diverse 6thgeneration help-desk,Tinh chất dưỡng da,4806,474.65,Tháng 5,2024-02-10,Lazada,Neutrogena,405,4.4
Balanced heuristic knowledge user,Gia dụng,4068,122.64,Tháng 10,2022-11-28,Lazada,Coty,980,4.8
Universal local adapter,Dầu gội,1138,261.26,Tháng 5,2022-02-16,Lazada,Drunk Elephant,151,1.4
Multi-tiered fault-tolerant initiative,Máy sấy tóc,3944,72.45,Tháng 2,2022-10-16,Lazada,TRESemmé,316,2.6
Open-source mission-critical help-desk,Sản phẩm làm trắng,591,109.64,Tháng 9,2022-10-08,Lazada,Clarins,669,1.3
Secured object-oriented implementation,Sản phẩm chăm sóc thú cưng,100,79.12,Tháng 5,2024-02-16,Shopee,Apple,949,2.2
Open-source mobile leverage,Thiết bị điện tử,4878,422.87,Tháng 1,2021-12-16,Shopee,Muji,268,4.7
Cloned tertiary frame,Túi xách,1108,115.87,Tháng 10,2023-02-18,Shopee,Zalora,825,4.1
Implemented disintermediate artificial intelligence,Sản phẩm dưỡng ẩm,1066,226.2,Tháng 12,2023-01-22,Shopee,O.P.I.,456,2.2
Persevering explicit initiative,Sản phẩm dưỡng móng,4906,379.55,Tháng 7,2022-04-22,Lazada,TIGI,885,3.8
Re-contextualized intangible system engine,Phụ kiện thời trang,1151,37.19,Tháng 6,2024-10-21,Shopee,Olay Regenerist,105,4.9
Multi-lateral content-based capability,Gel lô hội,2906,160.43,Tháng 1,2023-06-03,Lazada,Colgate,294,2.7
Monitored dedicated customer loyalty,Kem dưỡng,3003,191.97,Tháng 10,2023-09-14,Lazada,Coca-Cola,880,1.5
Cloned mission-critical strategy,Mỹ phẩm trang điểm,4427,300.35,Tháng 3,2024-05-13,Shopee,Coty,516,2.1
Managed national groupware,Sản phẩm dưỡng móng,478,110.62,Tháng 8,2024-02-20,Shopee,Adidas,617,1.4
Devolved mission-critical database,Đồ dùng học tập,4271,382.55,Tháng 8,2022-06-16,Shopee,Pampers,714,2.1
Intuitive reciprocal time-frame,Sản phẩm làm săn chắc,3053,239.75,Tháng 7,2022-12-10,Shopee,L'Oréal Professionnel,219,1.3
Monitored foreground intranet,Sản phẩm làm săn chắc,4401,438.47,Tháng 11,2022-02-27,Shopee,Kraft,200,3.4
Organic value-added migration,Điện thoại thông minh,4082,115.78,Tháng 12,2022-03-21,Lazada,Urban Decay,70,4.2
Horizontal maximized project,Thực phẩm chức năng,4302,490.34,Tháng 9,2023-01-13,Shopee,Sony,257,2.7
Ergonomic explicit functionalities,Tinh chất dưỡng da,2508,104.05,Tháng 5,2024-02-10,Lazada,Olay Regenerist,775,1.1
Advanced contextually-based time-frame,Mặt nạ dưỡng da,3824,273.84,Tháng 4,2022-11-18,Shopee,Tony Moly,646,1.8
Expanded maximized capacity,Nước hoa nữ,2394,485.81,Tháng 12,2022-11-10,Lazada,Clinique,308,3.6
Profit-focused bandwidth-monitored archive,Sản phẩm giảm cân,3795,136.63,Tháng 6,2023-02-20,Lazada,L'Occitane,921,3.9
Secured encompassing solution,Đồ dùng nhà bếp,4082,203.28,Tháng 6,2022-04-09,Lazada,Etude House,166,1.5
Upgradable multi-tasking system engine,Thực phẩm chức năng giảm cân,2866,154.62,Tháng 10,2023-05-10,Shopee,Farsali,225,1.2
Reverse-engineered non-volatile middleware,Mỹ phẩm trang điểm,1934,155.05,Tháng 12,2022-12-10,Shopee,Himalaya,320,1.6
Front-line systematic projection,Sản phẩm bảo vệ môi trường,3965,203.28,Tháng 10,2022-10-22,Lazada,Clinique,934,3.7
Face-to-face actuating hub,Bánh ngọt,4261,14.68,Tháng 5,2023-01-20,Lazada,Zalora,329,2.1
Ergonomic radical system engine,Máy sấy tóc,2625,269.84,Tháng 10,2021-12-29,Lazada,Shiseido,37,2.8
Distributed leadingedge concept,Sản phẩm làm săn chắc,57,404.91,Tháng 6,2024-05-18,Shopee,The Body Shop Tea Tree,425,3.8
Diverse value-added core,Bộ sản phẩm chăm sóc da,3726,187.58,Tháng 4,2023-02-28,Shopee,Huda Beauty,1000,2.4
Focused empowering framework,Sản phẩm làm mềm da,4075,68.72,Tháng 6,2022-01-31,Lazada,Jojoba Oil,683,1.7
Team-oriented scalable toolset,Mỹ phẩm Hàn Quốc,4308,389.5,Tháng 9,2022-05-13,Lazada,SK-II,913,2.1
Polarized tertiary project,Đồ gỗ,1060,151.29,Tháng 1,2023-03-14,Shopee,Mason Jar,188,1.2
Visionary local pricing structure,Nước hoa hồng,692,464.92,Tháng 5,2023-02-24,Lazada,SNAILWHITE,906,1.8
Business-focused value-added policy,Đồ gỗ,860,287.76,Tháng 7,2022-06-06,Shopee,Clinique for Men,548,3.5
Robust regional pricing structure,Thời trang,4698,154.98,Tháng 7,2024-01-02,Shopee,Bobbi Brown,909,1.8
Exclusive dynamic product,Kem chống nắng hóa học,699,95.44,Tháng 4,2022-10-22,Lazada,Glade,112,2.6
Diverse directional analyzer,Túi xách,1548,304.36,Tháng 7,2024-06-04,Shopee,Samsung,355,2.2
Grass-roots uniform conglomeration,Sản phẩm làm sạch cơ thể,2949,444.38,Tháng 7,2023-02-28,Shopee,Fenty Beauty,588,2.7
Managed eco-centric core,Sản phẩm chăm sóc thú cưng,74,448.06,Tháng 3,2024-01-16,Lazada,L'Occitane,647,4.0
User-friendly asynchronous pricing structure,Gel tắm,1487,68.77,Tháng 8,2023-10-01,Shopee,Laneige,489,3.8
Virtual heuristic Graphic Interface,Thiết bị âm thanh,3235,272.68,Tháng 5,2023-11-07,Shopee,Benefit Cosmetics,953,2.1
Inverse analyzing archive,Thiết bị gia đình,4468,327.12,Tháng 4,2023-01-19,Lazada,Freeman,737,3.3
Cloned executive synergy,Mỹ phẩm,2591,354.91,Tháng 12,2022-08-25,Lazada,Physiogel,884,5.0
Extended human-resource function,Sản phẩm chăm sóc thú cưng,3121,79.96,Tháng 11,2023-03-29,Lazada,TRESemmé,730,3.5
Extended heuristic frame,Dầu xả,4898,441.77,Tháng 10,2022-05-05,Lazada,The Body Shop,888,3.1
Ergonomic incremental conglomeration,Sản phẩm chăm sóc sức khỏe,3734,177.32,Tháng 11,2022-02-12,Lazada,Sunsilk,906,2.6
Organized executive Graphical User Interface,Thiết bị gia đình,3527,134.66,Tháng 7,2024-08-27,Shopee,L'Occitane,970,2.2
Cross-platform analyzing concept,Gia dụng,3829,35.82,Tháng 3,2023-12-10,Lazada,Kose,79,1.5
Optional holistic support,Sản phẩm du lịch,3409,426.13,Tháng 11,2024-08-11,Shopee,Pond's,941,3.3
Profit-focused zero tolerance implementation,Đồ handmade,4747,492.86,Tháng 12,2021-11-26,Shopee,Avène,630,1.2
Profit-focused secondary initiative,Thiết bị thể thao,4795,56.78,Tháng 4,2023-01-26,Shopee,Freeman,782,3.8
Pre-emptive systemic help-desk,Bột ăn dặm,3374,25.94,Tháng 3,2022-07-14,Shopee,Huda Beauty,651,1.4
Cross-group optimizing alliance,Đồ uống,3037,199.27,Tháng 4,2022-07-03,Shopee,Aveeno,27,3.0
Persistent 6thgeneration contingency,Sản phẩm dưỡng ẩm,868,466.15,Tháng 4,2022-04-08,Shopee,Aveeno,209,2.4
Re-engineered tertiary website,Sản phẩm làm sạch sâu,1941,97.51,Tháng 5,2024-08-28,Lazada,Olay Regenerist,691,1.6
Multi-tiered asynchronous hardware,Máy tính xách tay,4367,385.72,Tháng 11,2023-01-17,Lazada,Dell,365,4.2
Ergonomic zero tolerance database,Mỹ phẩm trang điểm,1238,466.8,Tháng 3,2022-09-10,Lazada,Clinique,954,2.9
Triple-buffered national software,Đồ dùng học tập,3502,279.11,Tháng 1,2022-07-05,Lazada,Vichy,684,5.0
Triple-buffered local migration,Máy sấy tóc,302,163.74,Tháng 12,2023-07-15,Lazada,Almay,400,3.6
Extended optimizing policy,Bộ sản phẩm chăm sóc da,3021,286.09,Tháng 11,2022-05-02,Lazada,TIGI,467,2.0
